这问题让人说滥了。	森的贡献在于两方面，一是多数原则问题，二是对效用不可比的批评。	0
得一个奖乐半天。	苏美尔王表记载21位古提游牧民族君主在美索不达米亚统治近一个世纪，但鲜有历史遗存，历史学家由此估计他们未对两河流域的城市文明造成太多影响。	0
细心的室友姚萌看出了陈晓澜的心思。	食品安全的顾虑。	0
资金感到充足。	浠水县辖清泉、巴河、竹瓦、汪岗、团陂、关口、白莲、蔡河、洗马、丁司垱、散花、兰溪12个镇，绿杨1个乡，2区（浠水经济开发区、三角山风景区）和1场（策湖养殖场)。	0
办一件放心一件。	此外，陈、谭、张三人亦曾应邀出席日本音乐节与日本歌手同台演出，电视亦有播出。	0
这个大男孩，宁可静静的坐着观察蚁群，也不愿去跟伙伴们爬树。	按下这个键可以加入第二位玩家——，用键盘上的W、S、A、D键操控。	0
我写好信的时候她已经睡着了。	她睡着以后，我才些好了信。	1
他没犯一点错误。	北宋开宝五年（972年），废遵化县、钦江、内亭三县。	0
风停了，雨住了。	风停了后，雨住了。	1
他们家常常出去旅游。	在英国人统筹下有不少印度人在香港的警队工作，印度人因此在香港居住，并把印度的咖哩香料及烹调方法带来香港，又在香港开设香料店，方便他们调理咖哩食品。	0
她讨了个没趣儿。	联合台风警报中心为热带气旋发出警报，但该中心采用美国官方以一分钟时间测量持续风速的标准，而非世界气象组织所建议的十分钟。	0
这是一封向他问好的信。	这是因为如果一个数字信号是低电平有效（即负压或零电压代表1），那么在信号标记上方一般会标有一根水平横线，而横线的英文即为bar。	0
他应该昨天就到了。	（例）1756-957	0
你果然准时到了。	由于白泥人口稀少，所以往往跟邻近的流浮山、厦村划为同一个选区。	0
我写信写了一个晚上。	然而，一个反对不问，不说政策的退伍军人组织服役联盟对这份报告的可信度提出了质疑。	0
这孩子十分活泼。	这孩子很活泼。	1
他有的是力气。	最大的改进是该机使用了英国劳斯莱斯公司生产的发动机和英国制电子设备。	0
假设真的没有文明和文化，那么这个世界就像个未成品。	这个释出动作引起其他三队的注意，且皆对其开出合约。	0
他们家通常星期六晚上看电影。	香港电台张国良曾说过去10多年，台下不是阿伯就是学生，场内场外维园阿伯有20多人，港台员工都记得他们的姓氏花名，曾几何时城市论坛只有阿伯捧场，直到2010年维园阿哥出现带起了仇视大陆之风。	0
他被老师批评了一顿。	楚国大灵巫项魁，经春申君指引下研创出独门武学。	0
轮番的轰炸后，这个美丽的小镇被夷为平地。	这个美丽的小镇被轮番的轰炸夷了为平地。	1
不死也脱层皮。	身高177cm。	0
那今晚我请你去看电影好了，只是不知道你的女朋友会不会介意。	数据操纵语言（Data Manipulation Language， DML）是SQL语言中，负责对资料库物件执行资料存取工作的指令集，以codice_1、codice_2、codice_3三种指令为核心，分别代表插入、更新与删除，是开发以资料为中心的应用程式必定会使用到的指令，因此有很多开发人员都把加上SQL的SELECT语句的四大指令以CRUD来称呼。	0
这孩子啊，竟然认不出他妈妈。	英国英语和美国英语这两大英语分支，被全世界4亿人所使用。	0
老张家的房子厨房不大。	叶意深字曼卿，为中国清朝官员，浙江慈溪人。	0
总务处长邀请各年级学生代表就学校的伙食问题与管理部门进行对话。	然而，对灿的事情十分在意的濑户内组也追上灿与永澄，强硬地成为了永澄就读的学校的教师，监视著二人（时而是莲与政对豪三郎们的暴走谏戒或参与）。	0
一不做二不休。	另外，根据美国宪法廿三条修正案，哥伦比亚区（华府）被赋予3张选举人票。	0
老神仙给了人参娃娃一个宝葫芦。	维琪和丹尼曾经与朋友组成一个名为Y2K的小乐团，并参与2000年的Steps To The Stars节目演出。	0
我们今天上中文课。	"没有自由变量的每个一阶集合论的句子都在 ""B"" 中有一个值，我们需要检查等式的所有公理和 ZF 集合论的所有公理(没有自由变量的)有 ""B"" 的元素真的值。"	0
用的放在桌子上，不用的放在一边。	他们制作了一个名为耶稣和雪人的动画短片。	0
顶这天儿我是来这儿打个招呼。	辛拓扑源于经典力学的哈密顿表述，其中特定经典系统的相空间有辛流形的结构。	0
有钱没处花。	他在位期间的奏折大多由他亲自批改，军机处的谕旨也由他再三修改。	0
没关系，多双筷子罢了。	五零式军服。	0
杯子是半满的。	邗沟的修建，得以使吴国的水军北上和齐国、晋国争霸。	0
我派他去北京。	八达岭站是京包铁路（原京张铁路）上的一个小火车站，位于北京市境内八达岭附近。	0
不管你说什么，他总是听不进去。	无论你说什么，他都听不进去。	1
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	一流的外交家与内务处理专家，加上工作狂的认真个性，堪称圣殿的运转中枢，是个准会过劳死的类型；	0
再给你我拿瓶啤酒！	给你我再拿瓶啤酒！	1
难道你有钱没地方花吗？	而政府官员则为此对美国的影响表示谴责：很不幸的是在这个国家里美国公民的定居受到了过多的允许和鼓励，因此在这个社会的怀抱中存在了一些狡诈的敌人……在该省的很多地方有美国老师……这些人对关于英国的一切全然无知，也尽不到任何本省和英国的关系赋予他们的教授学生的职责。	0
衣服难看死了。	首日封是邮票发行首日的记载，它与邮票密切关联，由邮政部门、集邮公司设计、印制和发行，也有集邮者自制的。	0
那个教练高高的鼻子。	那个教练有高高的鼻子。	1
我们无论评价什么样的历史人物，都必须全面的看待，不但要看到他们的历史功绩和贡献，而且要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	我们不管评价什么样的历史人物，总是必须全面的看待，不光要看到他们的历史功绩和贡献，也要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	1
渔民的光景，一年更比一年强。	在战役发生几个月前，英联邦军队使用了一些欺骗战术，为的是使轴心国在开战时措手不及。	0
得一个奖乐半天。	得一个奖乐半天。	1
我们通过词典把这本书翻译出来啦！	"当拉丁语的人名呼格翻译为英语时，经常被译为主格，就如英语单纯的用主格来表示呼格的用法，不过却用""感叹号似的空格""将呼格与句子中其他的语词分开(书写上则用逗点来表示)(参见如下说明)。"	0
小猪让老虎叼走了。	老虎叼走了小猪。	1
他有的是书。	他有很多书。	1
现在半夜三更回家，也不用担心安全问题，。	孵化14-15日就会生出雏鸟。	0
他曾经长期不上班。	另外打鼓岭近年曾经多次录得接近零度的气温（5度或以下），有纪录最冷为2009年1月的零下1度。	0
这孩子不活泼。	全省人口也增长较快，至道光十九年，全省人口达2000多万，成为当时中国人口最多的省份。	0
问个明白。	同时，壬辰倭乱、丁酉再乱更令宣祖疲于奔命，朋党却在这时施加压力迫他罢黜抗倭名将李舜臣。	0
奶奶告诉我一个天大的秘密。	目前的 X11 协议在大多数的图形运算中，是使用一个 32 位元无负号整数来表示一个颜色，称为像素值。	0
不几天事情就办完了。	宋仁宗庆历二年（1042年），李元昊谋臣张元向景宗皇帝献计。	0
质量好极了。	但至当天下午五时许，窦再前来报社门前，把门前的一辆轿车以汽油点燃，火势很快被职员以灭火筒扑灭，窦则被带往派出所；	0
这儿的网速比家里快。	按当时的习俗，通常以葬礼队列的人数表示去世人的年龄，因而表明她是出生于1508年，在珍·西摩去世后的几个世纪以来，她一直被认为是亨利的六位王后中最美好、最谨慎也最慈悲的一位，在她做王后的18个月中，她只干预过两次朝政。	0
你不觉得我们的战士很可爱吗？	爱德华·道格拉斯·怀特	0
离远点儿，省得伤着你。	出处：のび太戦记ACE	0
墙上挂着齐白石的画。	格里利县（Greeley County， Nebraska）是美国内布拉斯加州中部的一个县。	0
他不但细心听取了我们的意见，而且立刻通知组内成员前来商量，态度甚至比我们还要积极。	当时的中国领导者──国民政府主席蒋中正采纳陈仪台湾接管计划纲要中的意见，设立台湾省行政长官公署，负责接管台湾。	0
这两天闷的慌。	此剧也大量呈现关于浪漫与情欲的话题，也专注在年过三十的单身女性的爱情观。	0
她坚决不去，除非你陪她去。	除非你陪她去，否则她坚决不去。	1
句句都说到了我的心窝里。	贵霜王朝。	0
我看见了你的钢笔。	你的钢笔我看见了。	1
没你这么问的。	昌黎县地处中国河北省东部、濒临渤海，是秦皇岛市西部下辖的一个县，东临抚宁县，西接滦县，京哈铁路经过境内，新建的秦皇岛北戴河机场也位于昌黎。	0
女教官教我们如何在险恶多变的环境中战胜困难，最终完成任务。	但最终，元老院中的主要势力都坚持继续对迦太基作战，主张与迦太基妥协者没有产生任何重要影响。	0
门响了，别是他回来了。	数学中，特别是在主丛理论中，我们可问一个 formula_1-丛能否来自一个子群 formula_2。	0
他没有学会。	他没学会。	1
他把车开得太快了。	陆逊知道费栈部众多于他所率兵马，便巧施计谋，布署其军旗和鼓于四周，潜军在黑夜中的山谷中，时机一到便击鼓而前进攻，敌军顿时胆怯，以为四面八方皆是官兵，费栈与其部众登时分崩离析。	0
他叫汽车撞倒了。	阿会是中国历史上一姓氏。	0
他染黄了头发。	"二战迫近，法西斯查禁了莫拉维亚的小说化妆舞会（""""，1941）、错误的野心（""""，1935）和两名少年（""Agostino""，1941）。"	0
闹得个满城风雨。	闹得人人皆知。	1
只要她一去接电话，孩子就会大哭大闹。	只要她一去接电话，孩子便会大哭大闹。	1
这样的处理打破了历来的规矩。	这样的做法破坏了历来的规矩。	1
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	真正的白手袜党人也得悉King Kong冒充白手袜抢钻石，他们潜入差婆家安装偷听器以收集情报，但在找到钻石前要暗中保护他们不受其他帮派攻击。	0
一喝就醉。	随后鲍曼因为伤病，上场次数逐渐减少，但他仍时常在关键时刻帮助球队。	0
我始终坚持认为，雷锋精神不但没有过时，而且永远不会过时。	仅潜水艇部队没有受到损失。	0
看到实验成功，大家好高兴。	角（Corner），黑白棋术语，位于棋盘上a1、a8、h1和h8的位置。	0
下课了没有？	于2006年5月至2007年4月期间，专家进行的调查结果如下。	0
老雷一个字也没有透漏。	其实UT2003有一张隐藏的地图中放有可供玩家操控的载具，这显示了其实制作者原本打算是要增加让玩家能够进行载具战斗的设计，然后不知何故这项主意没有被设计出来，直到魔域幻境之浴血战场2004（Unreal Tournament 2004）才被正式加入。	0
有一种爱叫放手。	在此意义下，任意范畴间的函子可被视为是么半群同态至多于一个对象的范畴的一种广义化。	0
他一概不予答复。	时任中共中央总书记赵紫阳得知后立即派遣一队心脏病专家乘专机前往日喀则，时任办公厅主任温家宝任抢救小组组长。	0
他走过去。他倒了一杯酒。他喝了一口。	校内体制。	0
谁都知道事情的真相。	依照黄册及鱼鳞图册，此两户籍资料，将中国地域相邻的110户人家，编为一里，里辖十甲，一甲共十户。	0
我昨天写好了一封信。	但是根据媒体的披露，地方人民政府执法机关针对非本地户籍人口的滥用暴力情况，仍然时有发生。	0
她没有半点私心。	她不可能有一点私心。	1
我修电脑修了五百块钱。	最早在1147年提及，建城者是尤里·多尔戈鲁基。	0
冰箱里的东西全被吃干净了。	曲牌泛指曲牌体系以外的说唱及板式的曲调名称。	0
应该坚持实地的调查，免得被二手资料所蒙蔽。	而高丽大臣柳清臣、吴潜则上书请求在高丽设置像内地一样的行省，但被元英宗拒绝了。	0
不几天事情就办完了。	事情几天就办完了。	1
我借给了小王两本小说。	小王问我借了两本小说。	1
儿媳妇炒出来的菜香喷喷的。	此社论及后来的数篇文章，对清除精神污染运动提出批评。	0
我们叫他叶半仙。	巴黎总部接纳建议，奥塞神父于1873年6月买地，自任建筑师设计修院，并获得由新加坡抵港的白德礼神父（Fr。	0
闹绯闻也成了名。	然而若考虑到本机研制时的恶劣条件与轻量型结构，实际上无论苏德双方都对本机有相当高的评价。	0
我去年到过泰国。	去年我去过泰国。	1
这孩子十分活泼。	由于有完完整整的意义，所以是水上人嫁娶必备的礼饼。	0
我们今天上中文课。	今天我们上中文课。	1
他爸爸嘛，从早到晚都不沾家。	从早到晚他爸爸都不在家。	1
你还讲不讲理了？	后在卢帕德岛（Lopud）附近的海域里游泳时因心不全猝死。	0
不知不觉我学会了广州话，而且说的还不错。	由于MG42如此地特殊而骇人，美国陆军不得不拍摄训练影片协助官兵跨越巨大的心理障碍（psychological trauma）。	0
屋子前面有一口井。	鸣放礼炮表示敬礼的习惯来自17世纪的英国皇家海军。	0
人人都看见了。	所有人都看见了啊。	1
宁可血战到底，也不放弃每一寸阵地。	兰封第1次战斗的交战双方，一方为国民革命军，另一方为北洋政府所辖军队。	0
卫星定位信号经常被干扰。	有什么东西经常干扰卫星定位信号。	1
昨天监狱里跑了一个犯人。	"这些包括ELF、ELA和采取类似手段的环境突击队员（""Environmental Rangers""）所用的这又一个名字。"	0
烦死了！	黄英贤出生在马来西亚沙巴亚庇，父亲是马来西亚华裔，母亲是澳大利亚人。	0
不管荤的、素的都没个完。	电影的故事围绕著老木匠盖比特（Geppetto）所雕刻制造的木偶皮诺丘（Pinocchio）展开。	0
句句都说到了我的心窝里。	每句都说到了我的心坎里。	1
他没去北京，去上海了。	广志为了打探回到春日部的消息，走进了一间氛围诡异小酒馆，却因此和长相奇怪的男子等人发生冲突，并在酒馆内引发骚动。	0
不光大家伙都省事，你自己也可以少跑两趟嘛。	不光大家伙都省事，而且你自己可以少跑两趟嘛。	1
路上有许多人在赶路。	职业生涯前。	0
必须尽快改变现状，否则我真的没有出路了。	查传谊近年己没有在香港拍摄电影，主要在中国大陆发展，近年电影作品有2000年的囍欢您和2006年的超班宝宝	0
我吃饭吃了八百块钱。	我吃饭花了八百块钱。	1
没你这么干的。	韩城是史记作者司马迁的故乡。	0
柱子让汽车给撞倒啦！	七月初五，李渊统甲士3万于晋阳誓师出发，柴绍兼领马军总管。	0
哪儿去了，刚才？	而余下的丰田Coaster已于2005至2006年间全数售予集团属下的AA旅游作观光用途，最后于2010年退役。	0
渔民的光景，一年更比一年强。	朱俊在中平二年（185年）进拜右车骑将军，封钱唐侯，加位特进。	0
这座桥分为上下两层，上层是公路桥面，可容纳六辆客车并排通过，下层是铺设双轨的复线铁路，铁道两侧还有人行道。	光线通过这些组件发生得更多的是的是内反射，而不像菲涅耳透镜那样发生单一的的折射。	0
你可以回到学校找师弟师妹们帮忙。	赵寅成从小开始练习跆拳道，在高中少年时其拥有公认跆拳道黑带四段实力，目标是当一名跆拳道教练，不过他高中时期因代表学校参加比赛，腰部意外受伤，断送跆拳道选手之路。	0
小孙收入微薄，而且上有父母，下有子女，家庭负担不轻，但是，为人慷慨大方，经常帮助比他更困难的朋友。	而且在天文18年（1549年）秋天把将父亲攻灭的仇敌山田氏消灭。	0
我不去北京。	而神秘女子口中的工作，便是成为公主的情人——加入萝黛的后宫。	0
那幢楼高不了。	那么可以定义筛函数：	0
他拿了王教授一本书。	她的工作终于由数学教授多丽丝·沙特施奈德(Doris Schattschneider)检验。	0
杯子刚刚被他打破了。	另一项统计则显示全世界平均每人重。	0
他们昨天去了北京。	他们外表丑恶，专门以吞食不净物为生，如屎、尿、脓、唾液等。	0
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	如果一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	1
花丛中飞着几只蝴蝶。	这是也是一段岳灵珊在现实生活中与林平之相遇的故事。	0
他刚才是在这儿来着。	历史与现状。	0
没关系，多双筷子罢了。	屋苑于1999年落成，由其士发展国际有限公司全资附属公司腾宝有限公司 ( Good Process Limited )发展，由何弢建筑师事务所有限公司及周蕙礼建筑师事务所有限公司联手设计，其士建筑（香港）有限公司承建，及由香港房屋委员会负责监管发展过程及推售，并由其士发展国际有限公司全资附属公司的其士富居物业管理有限公司管理。	0
他付了我们100块钱。	我们被付了100块钱。	1
他什么都没个够！	据媒体报导，若干日人私人募款补偿部分高砂队遗族新台币两百万元，但其具体涵盖范围还不清楚。	0
不予办理手续。	中共洋浦经济开发区工作委员会。	0
他一概不予答复。	管理中英庚款董事会设十五名董事，其中中国籍者十名、英国国籍者五名，任期各为一至三年不一。	0
我写好信的时候她已经睡着了。	我信写好的时候她已经睡着了。	1
那个瓜不重。	在1929年高氏曾访问过索洛韦茨基群岛并在我们的成就杂志上撰写其见闻。	0
现在的房子相当贵。	现在没有机会再继续这样一种侮辱了。	0
她的笑便渐渐少了。	她渐渐变得不快乐了。	1
我们没有不同意。	由于男主角（日和见日郎）要到姐姐（日和见纱和和）工作的地方居住，但到达后发现姐姐信中的地图作指的是山上的废屋，发现没有人居住的迹像后，便到山下的小镇寻找姐姐（日和见纱和和），在途中，建筑工地的吊塔吊著工字铁的吊勾突然松脱，主角（日和见日郎）为了救正要被工字铁压到的少女而舍弃了自己的生命，没想到少女正是山顶洋房的主人，而金发少女的父亲是立于所有怪物之上的王。	0
她去市场买菜回来做饭吃。	宝康公园是将军澳区举行年宵市场的地方。	0
噢，我来这儿搞个采访。	我来这采访。	1
他说起话来没个完。	第二产业（工业）。	0
我习惯喝咖啡不放糖。	市区东部的山中栖息有野生的猴子。	0
我们很多人写文章时没有几句生动活泼、切实有力的话，只有死板板的几条筋，像瘪三一样，瘦的难看，不像一个健康、有活力的人。	"于是，""一个""谐振子的热容为："	0
有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，满石板印着许多小小的“个”字。	因有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，以至于满石板印着许多小小的“个”字。	1
朋友们，当你们听到这段英雄事迹的时候，你的感想如何呢？	他指出，作为总司令，克林顿对北美殖民地的民意缺乏真正掌握，同时错误衡量保皇党的价值，除此之外，他还难以与同僚相处、具妒忌心、坏脾气、以及太易论断别人，正如在1778年时候，他就曾与何奥意见不合，而在他出任北美总司令任内，亦与同僚争吵不断，这都对英军在战争中的整体表示构成一定损害。	0
门给风吹开了。	风把门吹开了。	1
我进了房间，他也神态诡异的跟进来了。	裕廊飞禽公园游览单轨车	0
小明打碎了一个杯子。	但是此时的柏林只是神圣罗马帝国边疆的一个荒蛮城镇。	0
他知道这事吗？当然知道，只不过他不说而已。	他当然知道这事，只不过他不说而已。	1
没你这么干的。	前900年至前801年的这一段期间被称为前9世纪。	0
植树节你们植树吗？	你们植树节植树吗？	1
在挪威屠杀惨案中，85人被害。	所以提高保护性低分子量抗氧化剂的水平可以在皮肤产生抗衰老的效果。	0
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	圣母与康乃馨是德国美术馆中唯一的列奥纳多·达·芬奇画作。	0
在比赛的最后关头，运动员小张下了决心，非摔倒对方不可。	峨眉齿蟾（学名：）为锄足蟾科齿蟾属的两栖动物，是中国的特有物种。	0
大勇整天躺在床上看杂志、听音乐，借以打发这茫然无聊的日子。	刘母是音乐教师，但刘劭希小时候未完成钢琴课程，直到北上求学时，发现音乐可以纾解自己病症的不适，遂放弃快要完成的学业，全心投入音乐，成为台湾学习乐器数位介面、研究电子合成器的先驱。	0
因前一段时间连降暴雨，以致工期一再拖延。	英国音乐评论家形容这股浪潮的特色是结合欧式即兴重复段和喉音歌声。	0
我没去，我怎么知道她在不在场呢？	主雷射炮设在机头的多向炮塔内，可以发射3到5秒持续破坏到飞弹内部。	0
他怀疑事情还没有办完。	他怀疑事情办完了。	0
老李大概现在正在看报呢。	他在2010年的一个访问中表示：我很讨厌那些对男同性恋者和女同性恋者及双性恋者没有包容的人，现在我能够提供真正帮助或为这件事做点事，我感到自己在非常幸运的位置上。	0
一只青蛙从小池塘里跳出来。	小池塘里跳出来一只青蛙。	1
它的宽大的叶子也是片片向上，几乎没有斜生的，更不用说倒垂了。	向上豁打属火，火能克金，豁挂挑撩诸势借火焰上冲之力，以破劈打；	0
他拒绝回答这个问题。	这个时候，Eboli以为Don Carlo深爱著的是她自己。	0
阳春四月，平原地区的桃花早就凋谢了，可是这里却仍然是一片绯红，桃花含苞欲放，艳丽多姿。	阳春四月，尽管平原地区的桃花早就凋谢了，可是这里却仍然是一片绯红，桃花含苞欲放，艳丽多姿。	1
多损哪，这人！	"低鳍刺鲨（学名""Centrophorus lusitanicus""），又名尖鳍鲛，为软骨鱼纲板鳃亚纲角鲨目刺鲨科的鱼类。"	0
我没打过老婆。	潮州城名产龙湫鼎的技术师傅主要就是永丰钟盛壁子孙。	0
他玩起来没个完。	他太喜欢玩了。	1
他下午也许来不了。	从20世界90年代开始，哮喘的得病率在发达国家趋于平稳，而在发展中国家快速增长。	0
他把这批货卖掉了一大半。	这批货的一大半被他卖掉了。	1
